id,cs,choice,price,quality,cost,dist_price,dist_quality,dist_cost
1,1,0,10.11574760342164,1.044977273391293,1.433402845627384,27.84005061120794,6.608307441791844,1.237204529251177
2,1,0,10.11391883175327,1.044669880177624,1.650602191088467,28.99931504364187,6.738919135756746,1.634418027122791
3,1,0,10.05550083452684,1.162699967069779,1.553843719773716,29.51413546254198,6.485074866243341,1.656375214993409
4,1,0,10.02105155441343,.7085138321317428,1.449997909838715,26.93864635562377,7.555168230638238,1.091712638418362
5,1,0,10.02202748085129,.8821212984719111,1.404042343191017,29.73668563936811,7.296533116266193,1.134669260282569
6,1,0,10.19563130182,1.245638474520317,1.358843199948097,29.47211238307618,6.547213835485911,1.144125729271116
7,1,0,10.10079849142488,1.213059647710487,1.52180631109497,27.72113055115355,6.542443991286205,1.350534140503767
8,1,0,10.03792513442766,1.131430652051693,1.370790077980696,28.98809126335197,6.706537410802214,.9535475095469169
9,1,0,10.11364210805718,1.238884193786022,1.45691267009625,28.35464156446568,6.425119429949849,1.099115507558557
10,1,0,10.05602413554887,1.015467021851213,1.423120754925563,27.29793023358036,6.724581611758355,1.236739722002614
11,1,0,10.01062515944203,.882518195158518,1.475377394549197,30.49154098751949,7.047060022676637,1.400181019511977
12,1,0,10.14427440087941,1.075433371859406,1.500505464820562,26.66654107153335,6.610250579083938,1.254846094113122
13,1,1,10.04154190511182,.8450434639140907,1.349362151897133,28.95921028892522,7.002210610546935,.9585375238924081
14,1,0,10.04147317188666,.7259904870831557,1.570733740804076,27.4847420405312,7.27709482967179,1.52369427291619
15,1,0,10.18776849940692,1.267645723485002,1.613547628355072,31.29230285067423,6.767051534753,1.426645288471734
16,1,0,10.05471540725707,1.023168022854799,1.500391854126037,26.34695393041081,6.410837038185893,1.204820032838007
17,1,0,10.02471113490328,.9483786942534206,1.584752626432023,29.47221250051033,6.977927045408989,1.165456830587608
18,1,0,10.05508932590697,1.097715838283491,1.390810177634758,30.50566188500369,6.929431003533756,1.299995573459609
19,1,0,10.09149251107704,1.236296340763878,1.64864722628152,26.61931367975744,6.198722520316702,1.603267248792992
20,1,0,10.01178322876846,.8889071424323463,1.515679543857888,29.14722233076312,7.092206166929436,1.292232514058019
21,1,0,10.00117922875244,.8323885936104483,1.637369577306113,31.91705815727896,7.524789093531593,1.525210197634332
22,1,0,10.04284788138092,.9097636432060063,1.468379293780233,25.5970031034372,6.670049800441968,.9725990687233477
23,1,0,10.02786662571823,.9480526483354446,1.592922250764175,27.24831720769538,6.939577006376789,1.523011033737235
24,1,0,10.00838168156443,.7721842216938728,1.730428059706679,29.41580443868078,7.486117119257489,1.721468036088702
25,1,0,10.05315156319605,1.083763698221343,1.450303231131185,26.99907587061129,6.565488613465734,1.361228846848344
26,1,0,10.01911833706446,.5561041388700483,1.431708077179971,29.30714674634192,7.773249165266708,1.22357546731019
27,1,0,10.04889255784019,.9398114162240143,1.608743243643761,30.17359095069396,6.915356411663198,1.540157187577065
28,1,1,10.01032264206464,.9974863643294871,1.544600219479908,30.7297875762964,7.340803520954672,1.264999766682583
29,1,0,10.01938665518252,1.169581174768769,1.695142499911742,30.65985891267221,6.683992153610255,1.620953250135752
30,1,0,10.2500817251848,1.205159471955922,1.558045177580745,30.45243537575287,6.679291330708486,1.384367703334433
31,1,0,10.02365683242856,.9602828394623132,1.297515868151975,30.52791895003611,7.238553499137082,.9557776346344654
32,1,0,10.04216024201806,.9429365798058336,1.443133718970014,26.27938053269582,6.754202668413633,1.071411738338168
33,1,0,10.21322135342337,1.31972935653978,1.406356134295772,28.97684399810908,6.319116944825686,1.145484894816004
34,1,0,10.16515356213015,1.289743324686047,1.645508400227675,28.99398199170823,6.421052779449378,1.603560511439002
35,1,0,10.17272543218898,1.221405787619892,1.583038653865564,26.07166671361602,6.26694997270601,1.535786582711648
36,1,0,10.00493628475861,.693791714893339,1.479551141564872,24.92171065436091,6.934758820402889,1.13621371965847
37,1,0,10.0850906118879,1.05872322131609,1.344950710128119,29.83488645532682,6.992628738461272,1.065458654562244
38,1,0,10.06989156145433,.7555121212524513,1.581707366898,29.95390188185169,7.331957264976126,1.526288288953037
39,1,1,10.1478405067351,1.193315562029461,1.489655963317529,26.54436222795162,6.374726103370683,1.323205892431932
40,1,0,10.00180352757492,.8122783882340949,1.472495770915105,26.48667134357725,7.01698141192441,1.105973188810618
41,1,0,10.11606622302359,1.230674004763179,1.606811230643892,30.01518172275519,6.589928822892375,1.3239055282929
42,1,0,10.01927012612017,.9654017682578976,1.432545691818508,23.70059877871006,6.359085585088639,1.177157546903089
43,1,0,10.04232298363649,1.020313496508805,1.46413429978475,27.75445828810948,6.856391972538801,1.280239703288288
44,1,0,10.00004828091557,.8612123043163455,1.42801276828955,29.58154133515943,7.426932769198126,1.000002169284491
45,1,0,10.03040257314502,.8810752138129716,1.640737556060164,30.52808714877025,7.376743847037496,1.636878389332266
46,1,0,10.29367855403175,1.285865822284604,1.439949591459069,28.87210800790051,6.409265705679199,1.106423273318001
47,1,0,10.00039324587812,.7507214903248478,1.535076157196908,28.03723583143463,7.109849379978916,1.420453101706941
48,1,0,10.00263644531808,.8543542837385252,1.602410794673554,25.33648456855454,6.941980239274296,1.404128908108767
49,1,0,10.03482169106813,.8904580893083142,1.449422818285565,31.17158630345406,7.160108957573522,1.220267788299641
50,1,0,10.01822278172664,1.040785043034936,1.624159354637054,28.58616199182438,6.974000379015212,1.375666883913661
51,1,0,10.10276448328467,1.047837436867066,1.586709768995041,30.96530324034536,6.790162146911902,1.394594447421969
52,1,0,10.03036029356499,.7837679036434027,1.540624623162662,27.34439456944849,7.061152380422658,1.358162019646139
53,1,0,10.17683895941235,1.241768686521324,1.600144287739024,31.71887787793776,6.766298366311752,1.382727749905676
54,1,0,10.4393692843178,1.224633724261688,1.4776934130899,28.70898596013998,6.618492831419766,1.178951644389445
55,1,0,10.24048994344498,1.134192860153465,1.537513357673335,28.4756089666933,6.639710232553199,1.334761023462721
56,1,0,10.03598991804603,1.060303254561382,1.480095374062539,28.27363190510137,6.909669266660885,1.103459793918536
57,1,0,10.02781282686534,.9779611714461796,1.640456009993248,29.55920084986677,7.044406723663137,1.628043748647637
58,1,0,10.2070382163578,1.160780065062218,1.549780948984232,29.64603552955421,6.751584334429525,1.469418306081979
59,1,0,10.00289189719441,.910003909201296,1.51634719890332,31.0442748231867,7.025898913373028,1.383643394045313
60,1,0,10.02506695718387,.7234049818593518,1.666659293869762,26.97297924698978,7.220941548191362,1.722438756934681
61,1,0,10.15820730987867,1.012736151315328,1.435345066836489,32.26726579565706,7.101730852410692,1.334753011069464
62,1,1,10.02507750081897,.8673776145459633,1.376055688615045,28.04002170529141,7.365842208102703,.9815400085390726
63,1,0,10.1504071854298,1.086218697415173,1.514530678656538,28.24616476818444,6.816764805363726,1.367057595346457
